claim_id,section_id,section,domain,record_id,target_label,field,field_label,value_kind,baseline_value,current_value,proposed_value,current_status,current_verification_status,research_note,resolution_status,evidence_tier,confidence,estimate_rationale,source_1_title,source_1_url,source_1_publisher,source_1_published_date,source_1_accessed_date,source_1_excerpt,source_2_title,source_2_url,source_2_publisher,source_2_published_date,source_2_accessed_date,source_2_excerpt,source_3_title,source_3_url,source_3_publisher,source_3_published_date,source_3_accessed_date,source_3_excerpt
auto_claim__programs__UCB-EECS-PHD__lastVerifiedDate,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,lastVerifiedDate,Last Verified,date,2026-03-22,2026-03-22,,record_level_placeholder,verified_2026_03_22,Research and verify last verified for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__locationLabel,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,locationLabel,Location,,"Berkeley, USA","Berkeley, USA",,record_level_placeholder,verified_2026_03_22,Research and verify location for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__notes,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,notes,Notes,,,,,record_level_placeholder,verified_2026_03_22,Research and verify notes for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__typicalOpenMonth,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,typicalOpenMonth,Opens,,Sep,Sep,,record_level_placeholder,verified_2026_03_22,Research and verify opens for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__programName,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,programName,Program,,PhD in EECS,PhD in EECS,,record_level_placeholder,verified_2026_03_22,Research and verify program for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__estimatedRentMonthly,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,estimatedRentMonthly,Rent,currency,2600,2600,,record_level_placeholder,verified_2026_03_22,Research and verify rent for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__researchExperienceExpectation,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,researchExperienceExpectation,Research Expectation,,Strongly valued; include publications and research details; holistic review,Strongly valued; include publications and research details; holistic review,,record_level_placeholder,verified_2026_03_22,Research and verify research expectation for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__researchTier,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,researchTier,Research Tier,,R1,R1,,record_level_placeholder,verified_2026_03_22,Research and verify research tier for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__schoolName,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,schoolName,School,,UC Berkeley,UC Berkeley,,record_level_placeholder,verified_2026_03_22,Research and verify school for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__specialDeadlines,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,specialDeadlines,Special Deadlines,,Funding deadlines may be earlier than program deadline,Funding deadlines may be earlier than program deadline,,record_level_placeholder,verified_2026_03_22,Research and verify special deadlines for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__stipendAnnual,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,stipendAnnual,Stipend,currency,44000,44000,,record_level_placeholder,verified_2026_03_22,Research and verify stipend for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__supplementalFeeAmountUsd,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,supplementalFeeAmountUsd,Supplemental Fee,currency,0.0,0.0,,record_level_placeholder,verified_2026_03_22,Research and verify supplemental fee for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__termStart,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,termStart,Term Start,,Fall,Fall,,record_level_placeholder,verified_2026_03_22,Research and verify term start for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__typicalDeadlineMonth,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,typicalDeadlineMonth,Typical Deadline,,Dec,Dec,,record_level_placeholder,verified_2026_03_22,Research and verify typical deadline for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCB-EECS-PHD__websiteUrl,grad-programs,Grad Programs & Academic Costs,programs,UCB-EECS-PHD,UC Berkeley,websiteUrl,Website,,https://eecs.berkeley.edu/academics/graduate/research-programs/admissions/,https://eecs.berkeley.edu/academics/graduate/research-programs/admissions/,,record_level_placeholder,verified_2026_03_22,Research and verify website for UC Berkeley.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__applicationFeeUsd,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,applicationFeeUsd,Application Fee,currency,135.0,135.0,,record_level_placeholder,verified_2026_03_22,Research and verify application fee for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__degreeType,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,degreeType,Degree,,PhD,PhD,,record_level_placeholder,verified_2026_03_22,Research and verify degree for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__department,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,department,Department,,Computer Science,Computer Science,,record_level_placeholder,verified_2026_03_22,Research and verify department for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__fundingNote,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,fundingNote,Funding Note,,"TA 50% ~$3,929/mo; GSR 50% ~$2,989-$3,478/mo (Fall 2025 rates); includes tuition remission + health insurance","TA 50% ~$3,929/mo; GSR 50% ~$2,989-$3,478/mo (Fall 2025 rates); includes tuition remission + health insurance",,record_level_placeholder,verified_2026_03_22,Research and verify funding note for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__greStatus,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,greStatus,GRE,,Not required/Not accepted,Not required/Not accepted,,record_level_placeholder,verified_2026_03_22,Research and verify gre for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__lorCount,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,lorCount,LOR Count,number,3,3,,record_level_placeholder,verified_2026_03_22,Research and verify lor count for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__lastVerifiedDate,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,lastVerifiedDate,Last Verified,date,2026-03-22,2026-03-22,,record_level_placeholder,verified_2026_03_22,Research and verify last verified for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__locationLabel,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,locationLabel,Location,,"Davis, USA","Davis, USA",,record_level_placeholder,verified_2026_03_22,Research and verify location for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__notes,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,notes,Notes,,,,,record_level_placeholder,verified_2026_03_22,Research and verify notes for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__typicalOpenMonth,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,typicalOpenMonth,Opens,,Sep,Sep,,record_level_placeholder,verified_2026_03_22,Research and verify opens for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__programName,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,programName,Program,,PhD in Computer Science,PhD in Computer Science,,record_level_placeholder,verified_2026_03_22,Research and verify program for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__estimatedRentMonthly,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,estimatedRentMonthly,Rent,currency,1400,1400,,record_level_placeholder,verified_2026_03_22,Research and verify rent for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__researchExperienceExpectation,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,researchExperienceExpectation,Research Expectation,,Valued; SoP should detail research background and fit with UC Davis faculty research,Valued; SoP should detail research background and fit with UC Davis faculty research,,record_level_placeholder,verified_2026_03_22,Research and verify research expectation for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__researchTier,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,researchTier,Research Tier,,R1,R1,,record_level_placeholder,verified_2026_03_22,Research and verify research tier for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__schoolName,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,schoolName,School,,UC Davis,UC Davis,,record_level_placeholder,verified_2026_03_22,Research and verify school for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__specialDeadlines,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,specialDeadlines,Special Deadlines,,No special fellowship deadlines identified beyond Dec deadline,No special fellowship deadlines identified beyond Dec deadline,,record_level_placeholder,verified_2026_03_22,Research and verify special deadlines for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__programs__UCD-CS-PHD__stipendAnnual,grad-programs,Grad Programs & Academic Costs,programs,UCD-CS-PHD,UC Davis,stipendAnnual,Stipend,currency,39800,39800,,record_level_placeholder,verified_2026_03_22,Research and verify stipend for UC Davis.,,,,,Grad tracker workbook · Programs sheet,,Grad tracker workbook · Programs sheet,,2026-03-22,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
